WO,FASE,ARTICOLO,Descrizione Articolo,ID DAD,C.d.L. Prev,Descrizione Centro di Lavoro previsto,C.d.L. Effett,Cod CIC,Descrizione Macchina,Scarti Materiale,Scarti Lavoraz.,Pezzi Ripassati,Pezzi da Avanzare,Pezzi Mancanti,Tot pezzi Contegg.,Qta totale su AS/400,Qta opera su AS/400,Tempo Attrezz. ORE,Tempo Lavoraz. ORE,Durata Soste Ore,Buon Tempo Ciclo ORE,Tempo Macc AS400 ORE,Tempo Attr AS400 ORE,Data_Ora_Fine,Tempo_Teorico_TOT_ORE,Indice_Inefficienza
25005174,14019,1083003421.0,ALBERO MOTORE GR71 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,3,3,1,334.0,194,341.0,600.0,0.0,0.88,1.45,0.28,0.0033333333333333,5.8,1.0,2025-03-31 11:02:51,1.1366666666666667,1.2756598240469208
25002671,14017,1204240171.0,PC A50-60/O-P71/P90 A17,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,210.0,0,210.0,220.0,0.0,1.52,0.82,0.04,0.0036666666666666,4.58,1.02,2025-03-31 14:03:42,0.77,1.0649350649350648
24029132,16019,1207900111.0,PC P63 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,1,69.0,0,70.0,80.0,0.0,0.43,0.42,0.0,0.006,1.8,1.0,2025-03-31 15:09:20,0.42,1.0
24031333,16019,1202606121.0,PC S25 C12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,1,0,75.0,0,76.0,80.0,0.0,1.01,1.12,0.0,0.0146666666666666,1.87,1.0,2025-03-31 17:28:35,1.1146666666666667,1.0047846889952154
24030506,28044,1202608321.0,PC S35 A32,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,5,0,104.0,0,109.0,100.0,0.0,1.25,11.97,1.46,0.0961666666666666,1.33,1.02,2025-04-02 00:03:16,10.482166666666666,1.14193948452133
24029428,16019,1204440096.0,PC A60 C9 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,385.0,0,385.0,382.0,0.0,1.8,3.29,0.34,0.0075,8.27,1.01,2025-04-02 17:05:37,2.8875,1.1393939393939394
24031338,16019,1204320126.0,PC A50 C12 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,288.0,0,288.0,301.0,0.0,0.48,3.57,0.35,0.0111666666666666,5.32,1.02,2025-04-03 08:18:16,3.216,1.1100746268656716
24029232,16017,1207100181.0,PC P71 C18,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,108.0,0,108.0,110.0,0.0,1.19,1.66,0.0,0.0153333333333333,1.83,1.0,2025-04-03 11:41:53,1.656,1.002415458937198
25001943,16019,1204560096.0,PC A80 C09 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,100.0,0,100.0,100.0,0.0,0.64,1.27,0.0,0.0126666666666666,1.67,1.01,2025-04-03 16:40:31,1.2666666666666666,1.0026315789473683
24031334,22044,1203063111.0,PC A41 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,15,544.0,0,559.0,553.0,0.0,5.16,14.73,1.24,0.024,5.99,1.02,2025-04-04 21:22:01,13.416,1.097942754919499
24028801,24044,1204400161.0,PC A60 B16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,121.0,0,121.0,121.0,0.0,1.9,5.73,1.27,0.0366666666666666,1.77,1.02,2025-04-07 18:43:45,4.4366666666666665,1.2915101427498124
24024403,24044,1200200121.0,PC 63BP12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,143.0,0,143.0,150.0,0.0,3.1,6.46,0.74,0.04,1.2,1.02,2025-04-08 14:25:59,5.72,1.1293706293706294
25008342,14019,1083003611.0,ALBERO MOTORE GR80 A16 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,3.0,0,3.0,7.0,2.0,0.11,0.1,0.0,0.0333333333333333,0.15,1.01,2025-04-08 15:45:11,0.1,1.0
25004712,24044,1207200191.0,PC P90 B19 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,14.0,1,14.0,15.0,0.0,2.35,1.16,0.0,0.0834999999999999,0.25,1.02,2025-04-09 14:42:25,1.1689999999999998,0.9923011120615912
24030348,24044,1207200191.0,PC P90 B19 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,2.0,0,2.0,3.0,0.0,0.08,0.16,0.0,0.0833333333333333,0.05,1.02,2025-04-09 15:19:53,0.1666666666666666,0.96
25006077,24044,1205460261.0,PC O-P90 A26 ANT,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,12.0,0,12.0,15.0,0.0,0.26,3.21,1.67,0.1191666666666666,0.32,1.0,2025-04-10 08:52:46,1.4300000000000002,2.244755244755245
24029291,20044,1203004091.0,PC A35 C09,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,23,0,506.0,3,529.0,500.0,0.0,0.94,12.1,0.37,0.022,4.83,1.02,2025-04-10 22:02:56,11.638000000000002,1.039697542533081
24031052,22044,1204160151.0,PC A40 B15,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,4,0,98.0,5,102.0,100.0,0.0,0.7,2.78,0.56,0.0215,0.92,1.02,2025-04-11 09:32:08,2.193,1.2676698586411308
24025926,24044,1207300111.0,PC P90 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,79.0,11,79.0,300.0,0.0,0.11,8.84,0.0,0.1118333333333333,10.0,1.52,2025-04-15 08:02:24,8.834833333333332,1.0005848063536382
25001182,16019,1089930271.0,PS EX50 Z18 IR5.33,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,207.0,0,207.0,208.0,0.0,0.68,4.23,0.6,0.0175,6.27,1.01,2025-04-15 16:17:06,3.622500000000001,1.1677018633540373
24029715,16017,1089930561.0,PS EX10 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,248.0,2,248.0,248.0,0.0,0.67,1.4,0.12,0.0051666666666666,0.0,0.0,2025-04-16 00:05:25,1.2813333333333334,1.09261186264308
24030306,22044,1204120361.0,PC A40-50/O-P63/P71 A36,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,51.0,2,51.0,50.0,0.0,2.29,2.1,0.0,0.0411666666666666,0.0,0.0,2025-04-16 22:49:46,2.0995000000000004,1.0002381519409382
25004539,22044,1089930581.0,PS EX10 Z10 IR7.2 PAM,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,305.0,1,305.0,302.0,0.0,0.58,6.21,0.53,0.0185,3.62,1.02,2025-04-17 16:49:10,5.642500000000001,1.100575985821887
24031335,20044,1089930571.0,PS EX10 Z25 IR3.48,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,5,15,204.0,4,224.0,200.0,0.0,1.53,10.1,0.5,0.0428333333333333,8.37,1.5,2025-04-18 20:23:15,9.594666666666663,1.052668148971651
24029714,22044,1089930531.0,PS EX20 Z25 IR3.48,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,314.0,4,314.0,320.0,0.0,0.28,21.96,0.2,0.0691666666666666,6.93,1.02,2025-04-23 13:06:54,21.718333333333334,1.0111273117949506
25005958,16017,1089991631.0,PC LM A13 ASA,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,718.0,0,718.0,720.0,0.0,1.11,3.31,0.17,0.0043333333333333,7.92,0.6,2025-04-23 19:31:04,3.111333333333333,1.0638525819584317
25007056,16017,1089991631.0,PC LM A13 ASA,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,482.0,0,482.0,500.0,0.0,0.0,2.16,0.07,0.0041666666666666,5.5,0.43,2025-04-24 09:26:04,2.0083333333333333,1.0755186721991703
24029428,24044,1204440096.0,PC A60 C9 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,377.0,4,377.0,382.0,0.0,0.78,19.41,1.05,0.0486666666666666,6.69,1.01,2025-04-28 15:50:14,18.34733333333333,1.0579194069982922
25007278,16019,1204320126.0,PC A50 C12 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,298.0,3,298.0,300.0,0.0,0.31,1.8,0.0,0.006,5.3,1.02,2025-04-28 18:44:19,1.788,1.0067114093959733
25005980,22044,1089996691.0,PC LA A13A ASA,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,153.0,0,153.0,151.0,0.0,0.55,7.01,2.28,0.0306666666666666,0.0,0.0,2025-04-29 16:23:01,4.692,1.4940323955669224
24029232,24044,1207100181.0,PC P71 C18,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,108.0,1,108.0,110.0,0.0,1.44,9.43,0.72,0.0805,4.03,1.01,2025-04-30 15:36:16,8.694,1.0846560846560844
25007366,14019,1083000331.0,ALBERO MOTORE C19 GR80 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,208.0,0,208.0,205.0,0.0,0.49,1.5,0.48,0.0048333333333333,1.74,1.01,2025-05-05 11:40:30,1.0053333333333332,1.4920424403183026
25003684,22044,1204120101.0,PC A40-50/O-P63/P71 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,105.0,2,105.0,111.0,0.0,0.01,2.12,0.11,0.0201666666666666,0.87,1.01,2025-05-05 16:33:42,2.1175,1.001180637544274
25001447,16017,1205560111.0,PC O112 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,123.0,0,123.0,120.0,0.0,0.58,2.74,0.17,0.0208333333333333,2.72,1.0,2025-05-06 08:52:33,2.5625,1.069268292682927
25003719,20044,1203002101.0,PC A35 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,253.0,6,253.0,251.0,0.0,0.85,4.55,0.91,0.0143333333333333,1.68,1.02,2025-05-07 15:16:25,3.626333333333333,1.2547109109293133
25004019,16019,1202602101.0,PC S45 C10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,221.0,6,221.0,230.0,0.0,0.02,1.1,0.23,0.0038333333333333,1.91,1.01,2025-05-07 17:45:29,0.8471666666666667,1.2984457997245722
25007425,16017,1209000861.0,PIGNONE DENTATO MOD=2 Z=14 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,229.0,0,229.0,231.0,0.0,0.16,1.1,0.01,0.0046666666666666,2.89,1.0,2025-05-07 20:27:59,1.0686666666666669,1.0293200249532128
25003787,16019,1089935091.0,PSEX10Z13IR5.77XRMI5063*25*OBS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,93.0,1,93.0,100.0,0.0,0.54,0.73,0.0,0.0078333333333333,4.18,1.01,2025-05-08 00:11:35,0.7284999999999999,1.0020590253946466
25007606,16017,1205620231.0,PC O63 C23,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,25.0,0,25.0,25.0,0.0,0.53,0.19,0.0,0.0075,0.63,1.01,2025-05-08 07:52:41,0.1875,1.0133333333333332
25003315,14019,1203004161.0,PC A35 C16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,72.0,0,72.0,81.0,0.0,0.53,0.33,0.0,0.0045,1.35,1.0,2025-05-08 09:15:12,0.324,1.0185185185185184
25003316,18017,1089910831.0,PC RX 704 OV1 C19,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,30.0,0,30.0,30.0,0.0,0.33,0.11,0.0,0.0036666666666666,0.9,1.0,2025-05-08 10:09:05,0.11,1.0
25001183,14019,1089930421.0,PS EX20 Z25 IR3.48 PAM,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,32.0,0,32.0,30.0,0.0,0.4,0.23,0.0,0.0071666666666666,1.13,1.0,2025-05-08 14:31:14,0.2293333333333333,1.002906976744186
25001467,14019,1204480341.0,PC A80-100/O-P112/P132 A34,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,80.0,0,80.0,81.0,0.0,0.24,0.53,0.0,0.0065,2.47,1.02,2025-05-08 17:41:30,0.52,1.0192307692307692
25004756,14017,1203005331.0,CC A35 C33,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,81.0,2,81.0,80.0,0.0,0.47,0.69,0.05,0.0078333333333333,1.33,1.01,2025-05-08 19:40:51,0.6345,1.0874704491725768
25006185,14017,1200400171.0,PC 80 AP17,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,251.0,0,251.0,250.0,0.0,0.61,1.03,0.11,0.0035,1.67,1.02,2025-05-08 22:49:53,0.8785000000000001,1.172453044963005
25007021,16019,1089951511.0,"PS EX10 Z19 IR4.26 1"" 6B SAE 6",43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,33.0,0,33.0,30.0,0.0,0.8,0.82,0.25,0.0195,0.42,1.01,2025-05-09 07:21:00,0.6435,1.2742812742812744
24031333,26044,1202606121.0,PC S25 C12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,45.0,0,45.0,80.0,0.0,0.7,2.06,0.01,0.0453333333333333,1.17,1.02,2025-05-09 10:47:33,2.04,1.0098039215686274
25000864,26044,1201901001.0,PC ID250 USCITA Z=12 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,773.0,0,773.0,1.153,0.0,0.43,19.42,1.63,0.023,19.21,1.01,2025-05-12 10:25:11,17.779,1.0922999043815738
25010035,16019,1204280121.0,PC A50 B12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,438.0,0,438.0,439.0,0.0,0.0,1.8,0.12,0.0038333333333333,4.39,1.01,2025-05-12 17:14:32,1.679,1.072066706372841
24016934,28044,1202604281.0,PC S25 A28,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,2,0,19.0,0,21.0,17.0,0.0,0.28,2.16,1.3,0.0536666666666666,0.34,1.02,2025-05-12 20:45:12,1.127,1.91659272404614
25004972,20044,1089930281.0,PS EX50 Z15 IR6.2,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,161.0,0,161.0,160.0,0.0,0.77,10.92,0.14,0.0668333333333333,0.0,0.0,2025-05-13 13:06:06,10.760166666666668,1.0148541689255124
24030755,20044,1089930661.0,PS EX30 Z30 IR3.6,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,108.0,0,108.0,160.0,0.0,1.13,8.43,0.09,0.0771666666666666,5.73,1.51,2025-05-13 23:00:32,8.334,1.011519078473722
25004977,22044,1089930611.0,PS EX10 Z25 IR3.48 PAM,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,161.0,0,161.0,156.0,0.0,3.86,8.73,1.78,0.043,2.6,1.01,2025-05-14 22:06:12,6.923000000000001,1.2610140112667918
25003740,16019,1202608091.0,PC S35 A09,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,99.0,0,99.0,100.0,0.0,1.0,0.59,0.09,0.005,1.5,1.02,2025-05-15 09:15:04,0.495,1.1919191919191918
25005174,24044,1083003421.0,ALBERO MOTORE GR71 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,383.0,0,383.0,600.0,0.0,1.15,9.11,0.48,0.0225,15.0,1.0,2025-05-15 19:59:39,8.617500000000001,1.0571511459239915
25007256,14019,1083003421.0,ALBERO MOTORE GR71 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,450.0,0,450.0,1.15,0.0,0.54,2.17,0.34,0.004,11.12,1.0,2025-05-16 00:07:17,1.8,1.2055555555555555
24025378,16017,1201901721.0,PC AP55 C9 SBLOCCO AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,217.0,0,217.0,219.0,0.0,1.66,6.07,0.66,0.0248333333333333,7.34,1.01,2025-05-16 15:35:09,5.388833333333333,1.1264033649831442
25008490,16019,1205080111.0,PC A55 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,330.0,0,330.0,330.0,0.0,0.37,2.46,0.04,0.0071666666666666,6.66,1.01,2025-05-16 20:25:02,2.365,1.0401691331923888
25004070,16019,1202602111.0,PC S45 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,215.0,0,215.0,220.0,0.0,0.38,2.02,0.06,0.009,1.83,1.5,2025-05-19 08:22:16,1.9350000000000005,1.0439276485788112
25003741,28044,1202608141.0,PC S35 A13A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,189.0,0,189.0,182.0,0.0,0.89,8.22,0.36,0.0415,2.06,1.02,2025-05-19 18:32:42,7.843500000000001,1.048001529929241
24029544,28044,1202608141.0,PC S35 A13A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,6,0,0,178.0,0,184.0,150.0,0.0,0.04,12.67,2.26,0.0565,1.7,1.02,2025-05-20 11:45:08,10.396,1.2187379761446708
24029715,20044,1089930561.0,PS EX10 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,1,0,255.0,3,256.0,248.0,0.0,1.01,8.71,0.36,0.0325,9.51,1.02,2025-05-20 23:19:38,8.32,1.046875
25004072,18019,1202608141.0,PC S35 A13A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,258.0,0,258.0,259.0,0.0,0.61,2.51,0.0,0.0096666666666666,6.91,1.02,2025-05-21 11:30:09,2.494,1.0064153969526866
25003615,14017,1204120131.0,PC A40-50/O-P63/P71 A12A,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,50.0,0,50.0,200.0,0.0,0.31,0.64,0.31,0.0125,3.0,1.01,2025-05-21 13:15:15,0.625,1.024
25005874,24044,1207300091.0,PC P90 C09,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,196.0,0,196.0,201.0,0.0,1.33,7.7,0.13,0.0385,6.7,1.02,2025-05-22 07:46:26,7.546,1.020408163265306
25004387,22044,1203072101.0,PC A45 C10,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,2,0,0,152.0,3,154.0,151.0,0.0,1.1,6.86,1.44,0.035,4.53,1.02,2025-05-22 17:56:33,5.390000000000001,1.2727272727272727
25008436,24044,1207900131.0,PC P63 C13,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,1,0,126.0,9,127.0,131.0,0.0,1.05,4.15,0.36,0.0296666666666666,1.64,1.01,2025-05-22 23:57:04,3.767666666666667,1.101477483853844
25003316,26044,1089910831.0,PC RX 704 OV1 C19,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,29.0,0,29.0,30.0,0.0,0.08,2.45,0.0,0.0845,1.25,1.51,2025-05-23 10:51:21,2.4505000000000003,0.9997959600081616
25006247,24044,1205080091.0,PC A55 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,2,0,54.0,2,56.0,51.0,0.0,2.09,4.99,0.62,0.0778333333333333,0.86,1.01,2025-05-23 19:58:36,4.358666666666667,1.1448455185071886
25004697,22044,1204000141.0,PC A40 A14 3C,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,720.0,0,720.0,728.0,0.0,8.42,23.95,4.61,0.0268333333333333,4.86,1.01,2025-05-27 13:11:29,19.32,1.239648033126294
25011783,16017,1209001191.0,PIGNONE DENTATO MOD=1.25 Z=16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,42.0,0,42.0,40.0,0.0,0.7,1.96,0.47,0.0378333333333333,0.89,1.0,2025-05-27 16:13:57,1.5890000000000002,1.2334801762114536
25011782,18017,1209001181.0,PIGNONE DENTATO MOD=1.25 Z=16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,38.0,0,38.0,40.0,0.0,0.25,2.32,0.89,0.0398333333333333,0.89,1.0,2025-05-27 18:50:03,1.513666666666667,1.5327020480070466
25010568,14019,1203002221.0,PC A35 A22 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,138.0,0,138.0,137.0,0.0,0.96,0.62,0.03,0.0041666666666666,1.58,1.01,2025-05-27 22:32:27,0.575,1.0782608695652174
25011750,14017,1204240171.0,PC A50-60/O-P71/P90 A17,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,243.0,0,243.0,251.0,0.0,0.47,0.89,0.0,0.0036666666666666,4.81,1.02,2025-05-28 00:31:42,0.891,0.9988776655443322
24025378,16017,1201901721.0,PC AP55 C9 SBLOCCO AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,216.0,0,216.0,219.0,0.0,3.7,2.81,0.0,0.013,7.34,1.01,2025-05-28 16:05:44,2.8080000000000003,1.0007122507122506
25005784,14088,1089939601.0,MANICOTTO EX CON EU,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,149.0,0,149.0,150.0,0.0,6.42,1.58,0.38,0.008,8.95,1.02,2025-05-29 09:22:15,1.192,1.325503355704698
25001468,22044,1204120111.0,PC A40-50/O-P63/P71 A10A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,34.0,0,34.0,40.0,0.0,1.56,0.78,0.0,0.0228333333333333,0.35,1.02,2025-05-29 15:25:01,0.7763333333333333,1.004723057106054
25004087,14019,1204120111.0,PC A40-50/O-P63/P71 A10A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,94.0,7,94.0,100.0,0.0,0.29,0.63,0.0,0.0066666666666666,0.59,1.02,2025-05-29 19:39:08,0.6266666666666667,1.00531914893617
24030142,16017,1089990331.0,PC GM3000 A13 *15X30 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,697.0,0,697.0,700.0,0.0,0.0,2.7,0.14,0.0036666666666666,16.8,1.02,2025-05-30 07:58:54,2.5556666666666668,1.0564758053997652
25000979,14019,1204240181.0,PC A50-60/O-P71/P90 A18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,853.0,0,853.0,1.0,0.0,0.44,3.46,0.0,0.004,22.16,1.02,2025-05-30 21:20:07,3.412,1.0140679953106682
25008488,20044,1089930561.0,PS EX10 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,407.0,8,407.0,414.0,0.0,1.42,19.9,0.05,0.0486666666666666,15.87,1.02,2025-06-04 13:53:48,19.80733333333333,1.004678401938676
25003637,14019,1204360111.0,PC A60-80/O-P90/P112 A12A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,97.0,0,97.0,100.0,0.0,0.0,0.88,0.31,0.0058333333333333,1.08,1.01,2025-06-04 16:20:33,0.5658333333333333,1.5552282768777614
25007431,16019,1203063091.0,PC A41 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,242.0,1,242.0,242.0,0.0,1.84,1.19,0.19,0.004,1.94,1.02,2025-06-04 20:30:31,0.968,1.2293388429752066
25001989,14017,1200100191.0,PC 63AP18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,156.0,1,156.0,150.0,0.0,0.24,0.78,0.2,0.0036666666666666,1.05,1.02,2025-06-04 23:18:46,0.572,1.3636363636363638
25011747,14019,1204000131.0,PC A40 A13 3C,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,83.0,0,83.0,90.0,0.0,0.0,0.3,0.0,0.0036666666666666,0.9,1.01,2025-06-05 00:00:53,0.3043333333333333,0.985761226725082
25007425,26044,1209000861.0,PIGNONE DENTATO MOD=2 Z=14 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,231.0,4,231.0,231.0,0.0,0.66,3.44,0.12,0.0143333333333333,5.78,1.0,2025-06-05 13:34:51,3.311,1.0389610389610389
24031337,14019,1204360101.0,PC A60-80/O-P90/P112 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,39.0,0,39.0,100.0,0.0,0.64,0.29,0.15,0.0063333333333333,1.97,1.02,2025-06-05 15:07:35,0.247,1.174089068825911
25003317,22044,1203063091.0,PC A41 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,194.0,6,194.0,201.0,0.0,1.25,3.95,0.0,0.0203333333333333,2.01,1.02,2025-06-05 23:07:35,3.9446666666666665,1.0013520365049855
25009365,16017,1089996461.0,PC IM60 A14 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,505.0,5,505.0,1.8,0.0,0.54,4.28,0.21,0.008,44.4,1.02,2025-06-06 13:36:47,4.04,1.0594059405940597
24031333,26044,1202606121.0,PC S25 C12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,27.0,2,27.0,80.0,0.0,0.54,0.72,0.07,0.024,1.17,1.02,2025-06-06 15:26:13,0.648,1.111111111111111
